Entity_id,label,description
/m/01z6gc,Penzance,"Penzance is a coastal town in Cornwall, UK. Known for its mild climate and beautiful landscapes, it offers stunning beaches, historic sites such as St. Michael's Mount, and vibrant cultural experiences."
/m/01z77k,miniseries,"A miniseries is a television show that tells a complete story within a limited number of episodes, usually ranging from 2 to 10. It allows for a concise storytelling experience with a clear beginning, middle, and end, often exploring complex narratives or adapting books or true events."
/m/01z7_f,James Gandolfini,James Gandolfini was an American actor best known for his role as Tony Soprano in the hit TV series The Sopranos. He won three Emmy Awards for his portrayal of the complex mob boss.
/m/01z7dr,video game music,"Video game music refers to the soundtrack or background music specifically composed for video games. It enhances gameplay by creating atmosphere and immersing players in the game's world, often featuring diverse genres and pushing the boundaries of interactive audio."
/m/01z7s_,Emilio Estevez,"Emilio Estevez is an American actor, director, and writer known for his roles in films such as The Breakfast Club and St. Elmo's Fire. He is also a prominent filmmaker and has directed movies like Bobby and The Way."
/m/01z88t,Yemen,"Yemen is a country located in Western Asia, bordered by Saudi Arabia and Oman. It has a rich history, diverse culture, and is known for its ancient cities, stunning landscapes, and unique architectural heritage."
/m/01z8f0,Chichester,"Chichester is a historic city in West Sussex, England. It is known for its Roman walls, 12th-century Cathedral, and the renowned Chichester Festival Theatre, attracting visitors with its rich cultural heritage."
/m/01z92f,Merthyr Tydfil,Merthyr Tydfil is a town in South Wales known for its history and industrial heritage. It was once a major center for iron and coal production and is now a bustling town with a strong sense of community.
/m/01z9_x,Dr. John,"Dr. John, born in 1940 as Malcolm John Rebennack Jr., was an American singer-songwriter, pianist, and guitarist. Known for his unique blend of blues, jazz, and rock, he had a successful career spanning several decades."
/m/01z9j2,Greenock,"Greenock is a vibrant town in Scotland, situated on the south bank of the River Clyde. Known for its maritime history, it has beautiful waterfront views, historic architecture, and a thriving cultural scene."
/m/01z9l_,hardcore techno,"Hardcore techno is a subgenre of electronic dance music characterized by fast beats, heavy basslines, aggressive synthesizers, and distorted vocals. It originated in the late 1980s and has a high-energy, intense sound."
/m/01z9v6,pitcher,A pitcher in baseball or softball is responsible for throwing the ball to the opposing batters. They aim to deliver pitches with different speeds and types to deceive the batters and prevent them from scoring runs.
/m/01z9z1,Whanganui,"Whanganui is a city located on the west coast of New Zealand's North Island. It is known for its rich Maori heritage, scenic beauty, historic architecture, vibrant arts scene, and the Whanganui River."
/m/01z_g6,Julianna Margulies,"Julianna Margulies is an American actress known for her role as Alicia Florrick in the TV series ""The Good Wife"". She has received several awards for her performances, including an Emmy and a Golden Globe."
/m/01z_jj,National Gallery of Art,"The National Gallery of Art, located in Washington, D.C., houses a vast collection of European and American artworks, showcasing various styles and periods from the Middle Ages to contemporary artists."
/m/01z_lv,Grove Street Cemetery,"Grove Street Cemetery is a historic cemetery founded in 1797 and located in New Haven, Connecticut. It is the final resting place of many notable individuals, including Yale University founders and prominent figures in American history."
/m/01zb_g,Creation Records,"Creation Records was a British independent record label founded in 1983. It played a significant role in the development of alternative and indie music, releasing influential albums by bands like Oasis, Primal Scream, and My Bloody Valentine."
/m/01zc2w,English studies,"English studies is an academic discipline that encompasses the study of English language, literature, and culture. It examines written and oral communication, literary analysis, critical thinking, and understanding historical and contemporary aspects of the English-speaking world."
/m/01zcrv,Bravo,"Bravo is an American television channel known for its programming focused on arts, culture, and entertainment. It features a variety of reality shows, dramas, and documentaries, covering topics ranging from fashion and cooking to pop culture and celebrity."
/m/01zfmm,Jay Roach,"Jay Roach is an American film director known for directing comedies like Austin Powers: International Man of Mystery, Meet the Parents, and the political drama, Bombshell. He has also produced several successful movies."
/m/01zfrt,Bolton,"Bolton is a town located in Greater Manchester, England. It is known for its industrial heritage, including textile mills, and has a rich cultural scene, with theaters, museums, and an annual food and drink festival."
/m/01zfzb,City Slickers,"City Slickers is a comedy film about three middle-aged friends who embark on a cattle drive adventure in the Wild West. It stars Billy Crystal, Daniel Stern, and Jack Palance, and explores themes of friendship and mid-life crisis."
/m/01zg98,James Brolin,"James Brolin is an American actor known for his roles in films like ""The Amityville Horror"" and TV shows like ""Marcus Welby, M.D."" and ""Life in Pieces."" He is also married to Barbra Streisand."
/m/01zh29,Shahrukh Khan,"Shahrukh Khan, also known as the ""King of Bollywood,"" is one of the most successful Indian actors. He has appeared in numerous films, won multiple awards, and is known for his charismatic performances."
/m/01zh3_,Laval University,"Laval University is a French-language, public research university in Quebec City, Canada. It offers a wide range of programs, conducts advanced research, and is known for its focus on innovation and entrepreneurship."
/m/01zhp,computer animation,"Computer animation is the technique of generating animated visual content using computer software. It involves creating and manipulating digital art and models to bring characters, objects, and scenes to life in films, video games, and other media."
/m/01zhs3,Ipswich Town F.C.,Ipswich Town F.C. is a historic football club founded in 1878. They have won the English league title once and the FA Cup and UEFA Cup in their successful history.
/m/01zjn0,Barrow-in-Furness,"Located on the tip of the Furness peninsula, Barrow-in-Furness is a town known for its shipbuilding heritage and the BAE Systems shipyard. It offers beautiful coastal views, historic landmarks, and a rich industrial history."
/m/01zk9d,St Andrews,"St Andrews is a historic town renowned for its prestigious university, golf courses, and beautiful coastal scenery. It is often referred to as the ""home of golf"" and attracts visitors from around the world."
/m/01zkgw,Bridgend,"Bridgend is a town in Wales, located in the county borough of Bridgend. It has a rich history, has a population of around 45,000, and is known for its scenic beauty and cultural heritage."
/m/01zkhk,Falkirk,Falkirk is a town in Central Scotland known for its rich history and landmarks including the Falkirk Wheel and the remains of the Roman Antonine Wall. It has a vibrant cultural scene and offers various recreational activities.
/m/01zkxv,Charles Stross,"Charles Stross is a notable British science fiction writer and blogger known for his works like the ""Merchant Princes"" and ""Laundry Files"" series. His writing combines elements of technology, espionage, and Lovecraftian horror."
/m/01zlh5,Dick Clark,Dick Clark was an American radio and television personality best known for hosting the music show American Bandstand and for his role as the longtime host of Dick Clark's New Year's Rockin' Eve.
/m/01zll8,Bandung,"Bandung is a city in Indonesia known for its beautiful scenery and rich cultural heritage. It is a center for arts and education, with numerous universities, museums, and art galleries."
/m/01zlwg6,Redlands,"Redlands is a city known for its picturesque beauty, historic architecture, and vibrant cultural scene. It offers attractions like the Lincoln Shrine, Kimberly Crest Mansion, and the University of Redlands."
/m/01zlx,Chiapas,"Chiapas is a state located in the southern part of Mexico. It is known for its rich indigenous culture, stunning natural landscapes including jungles and waterfalls, and significant Mayan archaeological sites."
/m/01zmpg,Jermaine Jackson,"Jermaine Jackson is an American singer, bass guitarist, and member of the Jackson family. He rose to fame as a member of The Jackson 5 and had successful solo career as well."
/m/01zmqw,Ridgefield,"Ridgefield is a town in Fairfield County, Connecticut. It is known for its rich history, picturesque surroundings, vibrant arts scene, and extensive recreational amenities, including parks, trails, and nature preserves."
/m/01zn4y,University of Leicester,"The University of Leicester is a public research university located in Leicester, UK. It offers a wide range of undergraduate and postgraduate programs across various disciplines and has a strong reputation for research and innovation."
/m/01znbj,Nettwerk,"Nettwerk is a leading independent music label and publisher founded in 1984. Based in Vancouver, Canada, the company represents diverse artists and songwriters across various genres, providing support in distribution, marketing, and management."
/m/01znc_,Turkey,"Turkey is a transcontinental country known for its rich history, vibrant culture, and stunning landscapes. It offers a diverse range of attractions, including ancient ruins, bustling markets, pristine beaches, and delicious cuisine."
/m/01znj1,Gallipoli,"""Gallipoli"" is a critically acclaimed Australian war film directed by Peter Weir. It follows the story of two young runners who enlist in the army during World War I."
/m/01zp33,Rani Mukherjee,Rani Mukherjee is an acclaimed Indian film actress known for her versatile performances across various genres. She has received multiple awards and is considered one of the most successful and influential actors in the Indian film industry.
/m/01zpmq,Symantec,"Symantec is a cybersecurity company that specializes in software solutions and services. It provides security products for organizations and individuals, including antivirus, encryption, and firewall tools, to protect against cyber threats."
/m/01zq91,finance minister,"The finance minister is a high-ranking government official responsible for managing economic and financial policies. They oversee budgeting, taxation, public debt, fiscal planning, and work to ensure economic stability and growth."
/m/01zqy6t,Stanford,"Stanford is a renowned community located in Santa Clara County, California. It is home to Stanford University, a prestigious educational institution known for its academic excellence and beautiful campus.
"
/m/01zrq0,Kilmarnock,"Kilmarnock is a historic burgh in East Ayrshire, Scotland. It is known for its rich industrial heritage, including the production of textiles, engineering, and whisky. The town offers various cultural attractions and is home to Kilmarnock F.C., a prominent football club."
/m/01zrs_,Kirkcaldy,"Kirkcaldy is a historic town in Scotland, known for its industrial heritage and contributions to the arts. It offers attractions such as museums, parks, beautiful beaches, and a vibrant cultural scene."
/m/01zsfx,Bulawayo,"Bulawayo is the second largest city in Zimbabwe, known as the ""City of Kings."" It is a cultural and industrial hub, with a rich history, beautiful colonial architecture, and vibrant arts scene."
/m/01zst8,Windsor,"Windsor is a historic town known for its royal connections, including Windsor Castle, the oldest inhabited castle in the world. It's a popular tourist destination with charming streets, beautiful parks, and the iconic River Thames running through it."
/m/01zt10,Manisha Koirala,Manisha Koirala is a renowned Nepalese actress known for her work in Bollywood and Nepali cinema. She is also a UNFPA Goodwill Ambassador and is involved in various social and charitable activities.
/m/01ztgm,Dennis Rodman,"Dennis Rodman is a former professional basketball player known for his rebounding and defensive skills. He played for teams like the Detroit Pistons and Chicago Bulls, and won multiple NBA championships."
/m/01zv_,Catalonia,"Catalonia is an autonomous community in northeastern Spain. It has its own language (Catalan) and distinct culture, and is known for its historical cities, scenic landscapes, and vibrant festivals."
/m/01zwy,Carl Sagan,"Carl Sagan was a renowned American astrophysicist, cosmologist, author, and science educator. He popularized science through his TV series ""Cosmos"" and authored several books, making complex scientific concepts accessible to a wider audience."
/m/01zxx9,Agra,"Agra is a city in India known for its iconic monument, the Taj Mahal. It is also home to other UNESCO World Heritage sites like Agra Fort and Fatehpur Sikri."
/m/01zz8t,Olympia Dukakis,"Olympia Dukakis was a distinguished American actress known for her stage and film performances. She won an Academy Award for her role in ""Moonstruck"" and made significant contributions to the arts throughout her career."
/m/01zzk4,Royal Military Academy,"The Royal Military Academy in Woolwich, London is a prestigious military academy that provides education and training for officers in the British Army. It offers programs in various fields including engineering, leadership, and military tactics."
/m/01zzy3,University of Jena,"The University of Jena, founded in 1558, is a renowned research university offering a wide range of academic disciplines. It has played a significant role in various fields, including philosophy, physics, psychology, and medicine."
/m/02002f,Sinhala,"Sinhala is the official language of Sri Lanka, spoken by the Sinhalese people. It belongs to the Indo-Aryan family and has a rich cultural and literary history dating back over 2,000 years."
/m/02029f,Wigan Athletic F.C.,"Wigan Athletic F.C. is a professional football club located in Wigan, England. They currently play in EFL League One and have had success in both domestic and international competitions."
/m/0202p_,Peter Lawford,"Peter Lawford was an English-American actor best known for his roles in films like ""Royal Wedding"" and his association with the Rat Pack. He was also part of the Kennedy family through marriage to Patricia Kennedy."
/m/0202wk,Sutton Coldfield,"Sutton Coldfield is a town and suburban area located in the West Midlands region of England. It is known for its historic buildings, beautiful parks, and being the birthplace of the tennis player, Arthur Ashe."
/m/0203v,Colin Powell,Colin Powell is a former U.S. Secretary of State and retired four-star general. He served as the first African American Secretary of State from 2001 to 2005. Powell is known for his military and diplomatic leadership.
/m/02049g,Carmarthen,"Carmarthen is a historic town located in Carmarthenshire, Wales. With its rich history and picturesque surroundings, it is known for its castle, market, and being the birthplace of Merlin from Arthurian legend."
/m/0204jh,The Bronx High School of Science,The Bronx High School of Science is a specialized public high school in New York City known for its rigorous academic program and emphasis on math and science education.
/m/02056s,Greenock Morton F.C.,"Greenock Morton F.C. is a Scottish professional football club based in Greenock, Inverclyde. Founded in 1874, they currently play in the Scottish Championship and have a rich history in Scottish football."
/m/0205dx,Danny Glover,"Danny Glover is an American actor, film director, and political activist known for his roles in movies like Lethal Weapon series, The Color Purple, and his activism for civil and human rights."
/m/0205m3,Bangor,"Bangor is a historic city in Wales known for its university and natural beauty. Situated on the North Wales coast, it offers stunning views of the Menai Strait and is a gateway to Snowdonia National Park."
/m/0206k5,Tribune Media,"Tribune Media is an American media conglomerate headquartered in Chicago. It owns and operates various television stations across the United States, as well as cable networks and digital media businesses."
/m/0206v5,South Shields,"South Shields is a historic town in England known for its beautiful beaches and bustling seaside atmosphere. It offers a rich maritime heritage, a vibrant cultural scene, and a variety of recreational activities for visitors to enjoy."
/m/02070z,killed in action,"""Killed in action"" is a classification used in the military to describe the death of a servicemember due to enemy action during a combat operation or conflict. It denotes the ultimate sacrifice made in service to one's country."
/m/02079p,speaker,"A speaker is the presiding officer in a deliberative assembly and is responsible for maintaining order and managing the proceedings. They have the authority to recognize speakers, enforce rules, and make procedural rulings."
/m/0207wx,Dore Schary,"Dore Schary was an American screenwriter, playwright, film director, and studio executive. He served as the head of production at MGM and won an Academy Award for his screenplay, ""Boys Town""."
/m/0208wk,World Fantasy Award for Best Novel,The World Fantasy Award for Best Novel is an annual literary award presented at the World Fantasy Convention. It honors the best fantasy novel published worldwide during the previous calendar year.
/m/020923,UC Berkeley School of Law,"UC Berkeley School of Law, also known as Berkeley Law, is a prestigious law school in California. It offers a rigorous curriculum, renowned faculty, and opportunities for hands-on legal experience and social justice advocacy."
/m/0209hj,Gandhi,"""Gandhi"" is a 1982 epic biographical film based on the life of Mahatma Gandhi, the leader of India's non-violent independence movement against British rule. The film won numerous awards and received critical acclaim for its portrayal of Gandhi's life and philosophy."
/m/0209xj,Lost in Translation,"""Lost in Translation"" is a film about the unlikely friendship between an aging actor and a young woman in Tokyo. It explores themes of loneliness, connection, and cultural disorientation."
/m/020_4z,Eric Burdon,"Eric Burdon is an English singer-songwriter and the lead vocalist of the band The Animals. He is known for his powerful voice and hits like ""House of the Rising Sun"" and ""Don't Let Me Be Misunderstood."""
/m/020_95,Laura Linney,"Laura Linney is an accomplished American actress known for her versatility and compelling performances in film, television, and theater. She has received multiple awards and nominations for her talent and contribution to the industry."
/m/020bg,Caravaggio,"Caravaggio, born Michelangelo Merisi, was an Italian painter known for his dramatic use of light and dark, and his portrayal of realistic figures. His works had a profound influence on Baroque art."
/m/020bv3,Love Actually,"""Love Actually"" is a heartwarming film that follows the intertwining love stories of various characters during the Christmas season in London. It explores themes of romance, friendship, and the complexities of love."
/m/020d5,Confederate States of America,The Confederate States of America was a breakaway republic formed by Southern states that seceded from the United States. It was a pro-slavery nation that existed from 1861 to 1865 during the American Civil War.
/m/020d8d,Bradford,"Bradford is a city in West Yorkshire, England known for its rich industrial history and vibrant cultural scene. It is home to magnificent architecture, museums, art galleries, and a diverse population."
/m/020ddc,University of Maine,"The University of Maine is a public research institution located in Orono, Maine. It offers a wide range of undergraduate and graduate programs and is renowned for its strengths in research and innovation."
/m/020fcn,Master and Commander: The Far Side of the World,"""Master and Commander: The Far Side of the World"" is a 2003 film based on Patrick O'Brian's novels. It follows Captain Jack Aubrey and his crew aboard the HMS Surprise during the Napoleonic Wars. The film received critical acclaim for its epic maritime battles and attention to historical accuracy."
/m/020ffd,Meredith Vieira,"Meredith Vieira is an American journalist and television personality known for hosting shows like Today, The View, and Who Wants to Be a Millionaire. She has won multiple Emmy Awards for her work in broadcasting."
/m/020fgy,Maurice Jarre,"Maurice Jarre was a renowned French composer known for his film scores. He composed music for over 150 films, including Lawrence of Arabia, Doctor Zhivago, and A Passage to India."
/m/020g9r,Prussia,Prussia was a historic state spanning Central Europe from 16th to 20th century. It played a significant role in European politics and its legacy is seen in modern Germany and surrounding countries.
/m/020h2v,Touchstone Pictures,"Touchstone Pictures was a film production label owned by Walt Disney Studios. It was known for producing a wide range of films, including comedies, dramas, and family-oriented movies, from 1984 to 2016."
/m/020hh3,Lars Ulrich,"Lars Ulrich is a Danish musician best known as the drummer and co-founder of the American heavy metal band Metallica. He is also a songwriter, record producer, and avid art collector."
/m/020hyj,Luis Miguel,"Luis Miguel is a highly acclaimed Mexican singer and musical producer known for his powerful vocals and diverse repertoire of music genres including pop, bolero, and mariachi."
/m/020jqv,Paul Williams,"Paul Williams is a highly acclaimed American composer, singer, songwriter, and actor known for his contributions to pop music, composing hits for various artists, as well as for his acting roles in films and TV shows."
/m/020l9r,Johnny Knoxville,"Johnny Knoxville is known for his role on the MTV series Jackass, where he performed dangerous stunts. He has since appeared in various films, showcasing his comedic and daring personality."
/m/020lpx,Moscow Oblast,"Moscow Oblast is a federal subject of Russia located in the Central Federal District. It surrounds Moscow, the capital city, and is known for its rich history, diverse landscapes, and economic significance."
/m/020mfr,video game industry,"The video game industry is a booming sector encompassing the creation, promotion, and distribution of video games across various platforms. It generates significant revenue worldwide and has a diverse range of companies and professionals involved in its operations."
/m/020ngt,horror punk,"Horror punk is a subgenre of punk rock that incorporates macabre and horror-inspired themes into its music and aesthetic. Influenced by bands like The Misfits, it often combines punk energy with dark lyrics and imagery."
/m/020p1,Cook Islands,"The Cook Islands is a self-governing territory in free association with New Zealand. It consists of 15 islands known for their pristine beaches, turquoise waters, and vibrant coral reefs."
/m/020qjg,Copley Medal,"The Copley Medal is an award given by the Royal Society of London for outstanding achievements in scientific research. It is the society's oldest and most prestigious honor, presented annually since 1731."
/m/020qr4,Sonic X,Sonic X is a Japanese animated series based on the Sonic the Hedgehog video game franchise. It follows Sonic and friends as they defend Earth from the evil Doctor Eggman.
/m/020skc,Allahabad,"Allahabad, also known as Prayagraj, is a city in Uttar Pradesh, India. Situated at the confluence of the Ganges and Yamuna rivers, it is a prominent center for religious and cultural activities, hosting the Kumbh Mela."
/m/020trj,Mimi Rogers,"Mimi Rogers, born on January 27, 1956, is an American actress known for her roles in films like ""Austin Powers: International Man of Mystery"" and ""Ginger Snaps."" She has also appeared in TV shows like ""The X-Files"" and ""Two and a Half Men."""
/m/020vx9,Moscow State University,"Moscow State University, founded in 1755, is one of Russia's oldest and most prestigious universities. It offers a wide range of academic programs and is renowned for its research and intellectual contributions."
/m/020w2,cornet,"A cornet is a brass instrument similar to a trumpet, but with a mellower tone. It is commonly used in brass bands and has a conical shape, curved tubing, and a smaller mouthpiece."
/m/020wyp,Australia national cricket team,"The Australia national cricket team, often referred to as the ""Baggy Greens,"" is one of the most successful cricket teams in the world. They have won numerous international tournaments and have produced legendary players like Don Bradman and Shane Warne."
/m/020x5r,Paul Mazursky,"Paul Mazursky (1930-2014) was an influential American filmmaker known for his work as a director, screenwriter, producer, and actor. He directed acclaimed films such as ""An Unmarried Woman"" and ""Down and Out in Beverly Hills."""
/m/020xn5,illustrator,"An illustrator is a visual artist who uses various mediums to create images that accompany or enhance a story, book, magazine, or digital product. They skillfully depict narratives and concepts through their artwork."
/m/020y73,Enemy at the Gates,"""Enemy at the Gates"" is a gripping war drama set during the Battle of Stalingrad. It follows a Russian sniper and a German sharpshooter in a deadly pursuit, showcasing the tension, camaraderie, and high-stakes in the midst of war."
/m/020yvh,Groton School,"Groton School is a prestigious coeducational college preparatory school located in Groton, Massachusetts. Established in 1884, it is known for its rigorous academics, diverse student body, and strong tradition of community service."
/m/0210f1,Connie Willis,"Connie Willis is an acclaimed American science fiction writer known for her award-winning stories and novels. She often incorporates themes of time travel and history in her work, earning numerous accolades and a loyal following."
/m/0210hf,Anthony Edwards,Anthony Edwards is an American actor known for his role as Dr. Mark Greene on the medical drama series ER. He has also appeared in various films and television shows throughout his career.
/m/02114t,Scarlett Johansson,"Scarlett Johansson is an acclaimed American actress known for her versatile performances in movies like Lost in Translation, The Avengers, and Marriage Story. She is also a singer and has released several albums."
/m/0211jt,Keio University,"Keio University is a prestigious private university located in Tokyo, Japan. Founded in 1858, it offers a wide range of academic programs and is known for its strong emphasis on research and international collaborations."
/m/0212mp,Burnley F.C.,"Burnley F.C. is a professional football club based in Burnley, Lancashire. Founded in 1882, they have a rich history and have competed in the English Football League system, including multiple seasons in the Premier League."
/m/0212ny,Ukrainian Soviet Socialist Republic,"The Ukrainian Soviet Socialist Republic was a constituent republic of the Soviet Union. It was a founding member of the United Nations and played a significant role in the development of Soviet politics, economy, and culture until its dissolution in 1991."
/m/0212zp,Waseda University,"Waseda University is a prestigious private university located in Tokyo, Japan. It is known for its academic excellence and offers a wide range of undergraduate and graduate programs in various fields of study."
/m/0214km,solo,"Solo is a musical piece or a section within a larger composition that showcases the skills and expression of a single musician. It often allows for individual interpretation and improvisation, highlighting the performer's talent and artistry."
/m/0214m4,Bromley,"Bromley is a diverse suburban district in southeast London known for its green spaces, historical sites, and shopping centers. It's home to beautiful parks, museums, and a vibrant arts and culture scene."
/m/0214st,interactive television,"Interactive television is a media platform that combines traditional television with interactive features, allowing viewers to participate in real-time activities such as voting, shopping, gaming, and accessing additional information through their TV sets."
/m/0215hd,boom operator,"A boom operator is a member of the sound department in film and television productions. They are responsible for positioning and operating the boom microphone, capturing high-quality audio for the production."
/m/0215n,cartoon,"Cartoons are a form of visual art that utilizes two-dimensional drawings or animations to convey stories, humor, or commentary. They can be found in various mediums such as comics, animated films, TV shows, and web series."
/m/0217g,chemotherapy,"Chemotherapy is a common cancer treatment that uses drugs to kill or slow down the growth of cancer cells. It can be administered orally, intravenously, or topically, and may have side effects like hair loss and nausea."
/m/0217m9,Howard University,"Howard University is a historically black university located in Washington D.C. It was founded in 1867 and offers undergraduate and graduate programs across various fields, emphasizing research, service, and social justice."
/m/02183k,University of Georgia,"The University of Georgia is a renowned public research university, located in Athens, Georgia. It offers a wide range of academic programs and is known for its strong emphasis on research, innovation, and community engagement."
/m/02184q,Michael Ironside,"Michael Ironside is a Canadian actor known for his compelling performances in both film and television. With a career spanning over four decades, he has worked on various projects as an actor, producer, screenwriter, director, editor, and playwright."
/m/02185j,University of Padua,"The University of Padua, founded in 1222, is one of the world's oldest universities. Located in Padua, Italy, it offers a wide range of undergraduate and postgraduate programs across various fields of study."
/m/02189,Communist Party of China,"The Communist Party of China is the ruling political party in the People's Republic of China. Founded in 1921, it is guided by Marxism-Leninism and Mao Zedong Thought, and exercises leadership over all aspects of Chinese society."
/m/021996,San José State University,"San José State University is a renowned public university offering over 145 bachelor's and master's degree programs. It is known for its rich history, diverse student body, and strong emphasis on hands-on learning and innovation."
/m/0219q,Cary Elwes,"Cary Elwes is a British-American actor known for his roles in movies such as ""The Princess Bride"" and ""Robin Hood: Men in Tights."" He has also appeared in various television shows and stage productions."
/m/0219x_,independent film,"Independent film refers to films that are produced outside of the traditional studio system. They often have lower budgets, more creative freedom, and explore unique narratives, styles, and genres."
/m/021_0p,Churches of Christ,"Churches of Christ are non-denominational Christian congregations that emphasize biblical authority and restorationism. They practice baptism by immersion and engage in a cappella worship, rejecting the use of instrumental music."
/m/021_rm,Robert Iler,Robert Iler is an American actor best known for his role as Anthony Soprano Jr. in the acclaimed TV series The Sopranos. He has also appeared in films and other television shows.
/m/021_z5,new jack swing,"New jack swing is a fusion genre that emerged in the late 1980s, combining elements of R&B, hip hop, and funk. It was known for its upbeat, rhythmic sound and was popularized by artists such as Bobby Brown and Boyz II Men."
/m/021b_,Carol Kane,"Carol Kane is an American actress known for her distinctive voice and comedic timing. She has appeared in numerous films and TV shows, including ""Taxi,"" ""The Princess Bride,"" and ""Unbreakable Kimmy Schmidt."""
/m/021bk,Christopher Guest,Christopher Guest is known for his work in mockumentary films like This is Spinal Tap and Best in Show. He has received critical acclaim for his comedic writing and acting talents.
/m/021bmf,mouth harp,"The mouth harp, also known as a Jew's harp or Jew's mouth organ, is a lamellophone instrument played by vibrating a metal or bamboo reed while holding it against one's teeth or lips. It produces a twanging sound and is found in various cultures worldwide."
/m/021dvj,ballet,"Ballet is a form of dance characterized by precise and flowing movements, often accompanied by classical music. It combines intricate footwork, graceful gestures, and storytelling to express emotions and narratives on stage."
/m/021f30,Tokyo Yakult Swallows,"The Tokyo Yakult Swallows are a professional baseball team based in Tokyo, Japan. They compete in the Central League and have won the league championship multiple times throughout their history."
/m/021gk7,Origin Systems,"Origin Systems was a renowned video game developer founded in 1983. They were best known for creating groundbreaking titles like the Ultima series, Wing Commander series, and innovative game technologies."
/m/021gt5,Litchfield,"Litchfield is a historic town in northwest Connecticut known for its well-preserved New England colonial architecture, picturesque countryside, and the Litchfield Hills, offering scenic beauty, outdoor activities, and cultural attractions."
/m/021gzd,The Civil War,"The Civil War is a renowned documentary film series by Ken Burns, released in 1990. It explores the history and impact of the American Civil War through compelling archival footage, photographs, and insightful interviews."
/m/021j38,Chittagong,"Chittagong is a major port city in Bangladesh, serving as its commercial and industrial hub. It is known for its beautiful beaches, historical landmarks, and vibrant cultural scene."
/m/021j72,Raj Kapoor,"Raj Kapoor was a legendary Indian actor, producer, and director, known for his remarkable contributions to Hindi cinema. His iconic films often explored social themes and showcased his unique acting style."
/m/021l5s,Indiana State University,"Indiana State University is a public university located in Terre Haute, Indiana. It offers over 100 bachelor's, master's, and doctoral programs across a wide range of disciplines and has a diverse student body."
/m/021lby,Richard Donner,"Richard Donner was an American film director known for directing popular movies such as Superman, Lethal Weapon series, and The Goonies. He was recognized for his storytelling skills and contributions to the action genre."
/m/021lkq,Barnet,"Barnet is a suburban area in the London Borough of Barnet, known for its rich history and diverse community. It offers a mix of residential areas, shops, parks, and cultural attractions."
/m/021mkg,FC Basel,"FC Basel is a Swiss football club founded in 1893. They play in the Swiss Super League and have a strong domestic record, winning numerous league titles and participating in European competitions regularly."
/m/021mlp,John Carradine,"John Carradine was an American actor known for his deep, distinctive voice and prolific career spanning over six decades. He appeared in over 200 films, working with renowned directors and earning critical acclaim for his performances."
/m/021npd,Scarborough,"Scarborough is a coastal town in North Yorkshire, England known for its sandy beaches, historic castle, and amusement parks. It is a popular tourist destination, offering a mix of natural beauty and traditional seaside attractions."
/m/021npv,Tom Berenger,"Tom Berenger is an American actor known for his roles in Platoon, Major League, and Inception. He has received critical acclaim and numerous accolades throughout his career spanning over four decades."
/m/021p26,F.K. Partizan,"F.K. Partizan is a professional football club based in Belgrade, Serbia. They have a rich history, multiple domestic titles, and have participated in European competitions, making them one of the most successful clubs in Serbia."
/m/021pqy,Lagaan,"""Lagaan"" is a 2001 Indian sports drama film directed by Ashutosh Gowariker. Set in the Victorian period, it tells the story of villagers who challenge British rule by playing a cricket match."
/m/021q0l,fellow,"A fellow is a member of a prestigious group of scholars or professionals who collaborate on research, knowledge sharing, and practice within their respective fields to advance mutual understanding and expertise."
/m/021q1c,research assistant,"A research assistant is an individual who conducts research under the guidance of a research supervisor. They typically assist in gathering data, conducting experiments, analyzing results, and supporting the overall research process."
/m/021q23,International Cricket Council,"The International Cricket Council (ICC) is the governing body of cricket worldwide. It is responsible for organizing international cricket events, formulating rules and regulations, and promoting and developing the sport globally."
/m/021q2j,New York University Tandon School of Engineering,"New York University Tandon School of Engineering, located in Brooklyn, offers undergraduate and graduate programs in engineering, computer science, and technology-related fields. It is known for its emphasis on innovation, entrepreneurship, and real-world impact."
/m/021r6w,Edward Dmytryk,"Edward Dmytryk was a prominent Canadian-American film director known for films like ""The Caine Mutiny"" and ""Crossfire."" He was a member of the Hollywood Ten, blacklisted during the McCarthy era."
/m/021r7r,Ray Manzarek,"Ray Manzarek was an American musician and founding member of the rock band The Doors. He was known for his keyboard skills and innovative talent, contributing to the band's unique sound."
/m/021s9n,Stanford Law School,"Stanford Law School, located in California, is one of the top law schools in the United States. It offers a rigorous program, renowned faculty, and opportunities for practical legal experience and interdisciplinary study."
/m/021sv1,Daniel Inouye,"Daniel Inouye was a highly esteemed American politician, World War II veteran, and Medal of Honor recipient from Hawaii. He served as a U.S. Senator for nearly five decades and made significant contributions to public service and civil rights."
/m/021vlg,goregrind,"Goregrind is a subgenre of grindcore that combines elements of death metal and extreme punk, featuring guttural vocals, blast beats, explicit lyrics, and disturbing themes revolving around violence, gore, and horror."
/m/021vwt,Edward Herrmann,"Edward Herrmann was an American actor known for his roles in films like ""The Lost Boys"" and ""The Great Gatsby,"" as well as his portrayal of Richard Gilmore on the television show ""Gilmore Girls."""
/m/021w0_,"California State University, Long Beach","California State University, Long Beach, also known as CSULB, is a public university offering over 300 undergraduate and graduate programs. It is known for its strong academic programs and vibrant campus life."
